"Label (Grouping)","Alameda County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alameda County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Percent owner-occupied housing units with a mortgage!!Estimate"
"    MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With either a second mortgage, or home equity loan, but not both","37,061","16.4%","13","9.0%","703","10.5%","4,261","14.1%","751","9.2%","207","7.4%","33,911","17.7%","317","9.9%","5,414","14.5%","11,267","9.8%","468","13.8%","2,534","14.2%","1,337","8.0%","398","15.6%","8,785","8.0%","1,261","8.1%","921","10.1%","250","7.2%","152,747","14.0%","1,701","8.8%","11,551","24.3%","251","10.1%","1,254","11.8%","1,917","7.0%","70","5.8%","60","3.1%","5,332","12.3%","3,728","18.4%","2,746","14.3%","71,084","16.9%","9,930","13.5%","553","15.6%","34,832","10.2%","28,839","13.1%","1,048","11.8%","27,855","10.1%","67,307","15.6%","16,013","17.8%","11,026","11.9%","5,630","13.2%","23,542","21.0%","7,206","14.7%","44,888","17.7%","7,730","20.0%","3,128","11.3%","29","6.5%","775","12.7%","8,141","11.8%","14,402","18.5%","6,839","9.8%","1,214","9.9%","1,056","10.9%","47","2.7%","3,632","6.5%","1,374","14.3%","17,445","14.0%","3,502","13.3%","1,162","10.7%"
"            Second mortgage only","6,035","2.7%","7","4.8%","197","2.9%","1,099","3.6%","198","2.4%","40","1.4%","5,452","2.8%","102","3.2%","1,152","3.1%","3,346","2.9%","127","3.7%","600","3.4%","463","2.8%","23","0.9%","3,445","3.1%","616","3.9%","259","2.8%","74","2.1%","33,005","3.0%","326","1.7%","1,161","2.4%","49","2.0%","379","3.6%","721","2.6%","0","0.0%","8","0.4%","897","2.1%","831","4.1%","495","2.6%","11,070","2.6%","1,704","2.3%","133","3.7%","11,301","3.3%","7,912","3.6%","205","2.3%","8,590","3.1%","12,863","3.0%","2,117","2.4%","3,466","3.8%","832","2.0%","3,227","2.9%","1,213","2.5%","6,714","2.7%","1,379","3.6%","799","2.9%","7","1.6%","218","3.6%","1,819","2.6%","2,638","3.4%","2,533","3.6%","443","3.6%","334","3.5%","5","0.3%","1,218","2.2%","595","6.2%","3,187","2.6%","628","2.4%","403","3.7%"
"            Home equity loan only","31,026","13.7%","6","4.1%","506","7.5%","3,162","10.5%","553","6.8%","167","6.0%","28,459","14.9%","215","6.7%","4,262","11.4%","7,921","6.9%","341","10.0%","1,934","10.8%","874","5.2%","375","14.7%","5,340","4.9%","645","4.1%","662","7.2%","176","5.1%","119,742","11.0%","1,375","7.1%","10,390","21.8%","202","8.2%","875","8.2%","1,196","4.3%","70","5.8%","52","2.7%","4,435","10.2%","2,897","14.3%","2,251","11.7%","60,014","14.3%","8,226","11.2%","420","11.8%","23,531","6.9%","20,927","9.5%","843","9.5%","19,265","7.0%","54,444","12.6%","13,896","15.5%","7,560","8.2%","4,798","11.3%","20,315","18.2%","5,993","12.2%","38,174","15.1%","6,351","16.5%","2,329","8.4%","22","5.0%","557","9.2%","6,322","9.2%","11,764","15.1%","4,306","6.2%","771","6.3%","722","7.5%","42","2.4%","2,414","4.3%","779","8.1%","14,258","11.5%","2,874","10.9%","759","7.0%"
"        Both second mortgage and home equity loan","1,273","0.6%","0","0.0%","32","0.5%","235","0.8%","37","0.5%","0","0.0%","1,334","0.7%","7","0.2%","153","0.4%","536","0.5%","16","0.5%","107","0.6%","45","0.3%","15","0.6%","407","0.4%","58","0.4%","13","0.1%","4","0.1%","8,280","0.8%","109","0.6%","284","0.6%","38","1.5%","22","0.2%","93","0.3%","11","0.9%","0","0.0%","172","0.4%","176","0.9%","84","0.4%","2,770","0.7%","420","0.6%","0","0.0%","1,708","0.5%","929","0.4%","149","1.7%","1,270","0.5%","2,398","0.6%","806","0.9%","323","0.3%","380","0.9%","624","0.6%","196","0.4%","1,844","0.7%","227","0.6%","62","0.2%","0","0.0%","25","0.4%","542","0.8%","498","0.6%","516","0.7%","91","0.7%","34","0.4%","0","0.0%","396","0.7%","44","0.5%","715","0.6%","145","0.5%","6","0.1%"
"        No second mortgage and no home equity loan","187,682","83.0%","132","91.0%","5,987","89.1%","25,691","85.1%","7,372","90.3%","2,584","92.6%","156,238","81.6%","2,862","89.8%","31,783","85.1%","103,081","89.7%","2,917","85.8%","15,267","85.3%","15,431","91.8%","2,146","83.9%","100,328","91.6%","14,296","91.6%","8,198","89.8%","3,228","92.7%","926,384","85.2%","17,489","90.6%","35,744","75.1%","2,188","88.3%","9,335","88.0%","25,528","92.7%","1,127","93.3%","1,868","96.9%","37,986","87.3%","16,313","80.7%","16,384","85.3%","345,753","82.4%","63,071","85.9%","2,995","84.4%","304,617","89.3%","190,068","86.5%","7,677","86.5%","245,337","89.4%","361,132","83.8%","73,105","81.3%","81,073","87.7%","36,575","85.9%","87,745","78.4%","41,590","84.9%","206,339","81.5%","30,630","79.4%","24,435","88.5%","415","93.5%","5,284","86.9%","60,028","87.4%","63,055","80.9%","62,308","89.4%","10,935","89.3%","8,564","88.7%","1,706","97.3%","51,903","92.8%","8,218","85.3%","106,223","85.4%","22,745","86.2%","9,740","89.3%"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $10,000","2,842","1.3%","0","0.0%","131","1.9%","548","1.8%","181","2.2%","50","1.8%","2,675","1.4%","65","2.0%","749","2.0%","2,316","2.0%","140","4.1%","606","3.4%","728","4.3%","60","2.3%","2,750","2.5%","205","1.3%","299","3.3%","31","0.9%","20,837","1.9%","542","2.8%","534","1.1%","49","2.0%","183","1.7%","662","2.4%","36","3.0%","4","0.2%","746","1.7%","224","1.1%","310","1.6%","7,083","1.7%","1,244","1.7%","94","2.6%","9,696","2.8%","3,892","1.8%","63","0.7%","5,248","1.9%","7,404","1.7%","1,261","1.4%","1,742","1.9%","768","1.8%","1,448","1.3%","702","1.4%","2,736","1.1%","650","1.7%","714","2.6%","3","0.7%","282","4.6%","1,076","1.6%","1,194","1.5%","1,066","1.5%","279","2.3%","219","2.3%","40","2.3%","1,803","3.2%","183","1.9%","1,501","1.2%","387","1.5%","135","1.2%"
"        $10,000 to $24,999","5,962","2.6%","15","10.3%","447","6.6%","1,953","6.5%","463","5.7%","185","6.6%","5,224","2.7%","356","11.2%","1,604","4.3%","6,346","5.5%","292","8.6%","1,040","5.8%","1,455","8.7%","147","5.7%","6,736","6.2%","922","5.9%","914","10.0%","213","6.1%","46,838","4.3%","1,043","5.4%","1,406","3.0%","239","9.6%","947","8.9%","1,662","6.0%","50","4.1%","58","3.0%","1,453","3.3%","716","3.5%","1,172","6.1%","12,259","2.9%","2,838","3.9%","160","4.5%","18,453","5.4%","9,782","4.4%","219","2.5%","15,161","5.5%","13,978","3.2%","2,525","2.8%","4,455","4.8%","1,832","4.3%","2,872","2.6%","1,574","3.2%","5,770","2.3%","1,171","3.0%","1,792","6.5%","44","9.9%","455","7.5%","1,960","2.9%","2,601","3.3%","3,211","4.6%","536","4.4%","1,133","11.7%","216","12.3%","5,045","9.0%","665","6.9%","3,541","2.8%","656","2.5%","532","4.9%"
"        $25,000 to $34,999","5,155","2.3%","8","5.5%","461","6.9%","1,739","5.8%","484","5.9%","133","4.8%","5,034","2.6%","233","7.3%","1,373","3.7%","7,242","6.3%","111","3.3%","1,012","5.7%","1,087","6.5%","132","5.2%","7,604","6.9%","961","6.2%","718","7.9%","132","3.8%","41,497","3.8%","1,219","6.3%","1,361","2.9%","162","6.5%","748","7.0%","1,593","5.8%","214","17.7%","39","2.0%","1,632","3.8%","539","2.7%","1,186","6.2%","12,254","2.9%","2,153","2.9%","166","4.7%","17,520","5.1%","8,805","4.0%","170","1.9%","14,085","5.1%","13,733","3.2%","1,794","2.0%","4,162","4.5%","1,368","3.2%","2,123","1.9%","1,675","3.4%","4,844","1.9%","1,080","2.8%","1,639","5.9%","44","9.9%","625","10.3%","2,080","3.0%","2,498","3.2%","3,799","5.5%","512","4.2%","761","7.9%","180","10.3%","4,081","7.3%","499","5.2%","3,811","3.1%","722","2.7%","526","4.8%"
"        $35,000 to $49,999","8,653","3.8%","11","7.6%","549","8.2%","3,107","10.3%","819","10.0%","288","10.3%","9,595","5.0%","235","7.4%","2,321","6.2%","10,891","9.5%","430","12.6%","2,384","13.3%","1,738","10.3%","345","13.5%","11,730","10.7%","1,695","10.9%","1,242","13.6%","302","8.7%","74,959","6.9%","2,142","11.1%","1,780","3.7%","274","11.1%","1,078","10.2%","3,702","13.4%","127","10.5%","232","12.0%","3,167","7.3%","1,013","5.0%","1,858","9.7%","19,990","4.8%","3,827","5.2%","441","12.4%","29,473","8.6%","16,990","7.7%","678","7.6%","25,232","9.2%","24,601","5.7%","3,235","3.6%","7,213","7.8%","2,980","7.0%","3,511","3.1%","2,911","5.9%","8,124","3.2%","2,135","5.5%","2,997","10.8%","42","9.5%","901","14.8%","4,854","7.1%","4,678","6.0%","7,079","10.2%","973","7.9%","1,416","14.7%","212","12.1%","7,076","12.7%","848","8.8%","6,540","5.3%","1,371","5.2%","1,393","12.8%"
"        $50,000 to $74,999","18,762","8.3%","14","9.7%","1,362","20.3%","5,300","17.6%","1,595","19.5%","497","17.8%","19,080","10.0%","824","25.9%","4,883","13.1%","21,456","18.7%","720","21.2%","3,513","19.6%","3,000","17.8%","358","14.0%","21,426","19.6%","2,914","18.7%","1,660","18.2%","793","22.8%","144,562","13.3%","3,654","18.9%","3,551","7.5%","454","18.3%","2,258","21.3%","5,693","20.7%","323","26.7%","371","19.2%","6,652","15.3%","2,211","10.9%","2,827","14.7%","43,319","10.3%","9,027","12.3%","550","15.5%","56,494","16.6%","34,405","15.7%","999","11.3%","48,604","17.7%","52,768","12.2%","6,342","7.1%","15,097","16.3%","6,105","14.3%","7,459","6.7%","6,574","13.4%","17,049","6.7%","3,876","10.0%","5,459","19.8%","57","12.8%","1,130","18.6%","9,298","13.5%","9,728","12.5%","13,188","18.9%","2,277","18.6%","2,028","21.0%","336","19.2%","11,331","20.3%","1,747","18.1%","14,136","11.4%","3,296","12.5%","1,989","18.2%"
"        $75,000 to $99,999","21,794","9.6%","10","6.9%","1,012","15.1%","5,073","16.8%","1,566","19.2%","651","23.3%","21,753","11.4%","493","15.5%","4,821","12.9%","19,309","16.8%","632","18.6%","3,333","18.6%","3,029","18.0%","385","15.0%","16,796","15.3%","2,885","18.5%","1,478","16.2%","495","14.2%","147,880","13.6%","3,199","16.6%","3,815","8.0%","526","21.2%","1,458","13.7%","4,695","17.0%","206","17.1%","494","25.6%","6,887","15.8%","2,524","12.5%","2,928","15.2%","50,153","12.0%","9,233","12.6%","717","20.2%","51,786","15.2%","33,577","15.3%","1,322","14.9%","46,045","16.8%","56,606","13.1%","7,479","8.3%","14,745","16.0%","6,319","14.8%","9,460","8.5%","6,316","12.9%","20,206","8.0%","4,784","12.4%","4,639","16.8%","46","10.4%","899","14.8%","10,912","15.9%","11,247","14.4%","11,445","16.4%","2,006","16.4%","1,394","14.4%","284","16.2%","8,190","14.6%","1,639","17.0%","17,515","14.1%","3,513","13.3%","1,808","16.6%"
"        $100,000 to $149,999","46,229","20.5%","66","45.5%","1,634","24.3%","6,352","21.0%","1,532","18.8%","576","20.6%","41,542","21.7%","712","22.3%","8,960","24.0%","24,260","21.1%","712","20.9%","3,431","19.2%","3,647","21.7%","682","26.7%","22,890","20.9%","3,456","22.1%","1,786","19.6%","975","28.0%","245,270","22.6%","4,630","24.0%","8,497","17.9%","426","17.2%","2,349","22.1%","4,995","18.1%","219","18.1%","291","15.1%","10,133","23.3%","4,781","23.6%","4,177","21.7%","93,060","22.2%","18,408","25.1%","804","22.7%","78,349","23.0%","54,546","24.8%","2,498","28.1%","63,198","23.0%","103,841","24.1%","14,653","16.3%","21,858","23.7%","10,071","23.6%","19,630","17.5%","12,210","24.9%","43,569","17.2%","8,886","23.0%","5,314","19.2%","153","34.5%","1,227","20.2%","17,491","25.5%","19,501","25.0%","16,668","23.9%","3,301","27.0%","1,400","14.5%","371","21.2%","10,060","18.0%","2,325","24.1%","30,496","24.5%","6,722","25.5%","2,629","24.1%"
"        $150,000 or more","116,619","51.6%","21","14.5%","1,126","16.8%","6,115","20.3%","1,520","18.6%","411","14.7%","86,580","45.2%","268","8.4%","12,639","33.8%","23,064","20.1%","364","10.7%","2,589","14.5%","2,129","12.7%","450","17.6%","19,588","17.9%","2,577","16.5%","1,035","11.3%","541","15.5%","365,568","33.6%","2,870","14.9%","26,635","56.0%","347","14.0%","1,590","15.0%","4,536","16.5%","33","2.7%","439","22.8%","12,820","29.5%","8,209","40.6%","4,756","24.8%","181,489","43.3%","26,691","36.4%","616","17.4%","79,386","23.3%","57,839","26.3%","2,925","33.0%","56,889","20.7%","157,906","36.7%","52,635","58.5%","23,150","25.0%","13,142","30.9%","65,408","58.4%","17,030","34.8%","150,773","59.6%","16,005","41.5%","5,071","18.4%","55","12.4%","565","9.3%","21,040","30.6%","26,508","34.0%","13,207","19.0%","2,356","19.2%","1,303","13.5%","114","6.5%","8,345","14.9%","1,730","18.0%","46,843","37.7%","9,725","36.8%","1,896","17.4%"
"        Median household income (dollars)","153,217","153,217","111,083","111,083","83,643","83,643","86,248","86,248","82,739","82,739","85,116","85,116","137,290","137,290","70,506","70,506","113,090","113,090","86,753","86,753","75,536","75,536","76,599","76,599","78,759","78,759","87,277","87,277","81,357","81,357","83,119","83,119","69,975","69,975","90,158","90,158","111,095","111,095","82,481","82,481","167,595","167,595","78,202","78,202","76,045","76,045","77,452","77,452","63,000","63,000","88,617","88,617","104,538","104,538","127,381","127,381","94,077","94,077","133,135","133,135","121,323","121,323","87,955","87,955","93,297","93,297","101,728","101,728","115,745","115,745","90,297","90,297","119,871","119,871","177,006","177,006","97,432","97,432","107,686","107,686","174,667","174,667","116,743","116,743","176,892","176,892","130,012","130,012","81,299","81,299","91,722","91,722","65,095","65,095","108,561","108,561","117,115","117,115","87,410","87,410","93,765","93,765","65,597","65,597","70,509","70,509","71,403","71,403","87,908","87,908","123,198","123,198","120,297","120,297","86,900","86,900"
"    RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than 2.0","12,666","5.6%","14","9.7%","1,073","16.0%","5,771","19.1%","1,366","16.7%","690","24.7%","14,891","7.8%","796","25.0%","3,827","10.2%","28,861","25.1%","523","15.4%","2,036","11.4%","5,239","31.2%","513","20.0%","33,503","30.6%","5,049","32.3%","2,112","23.1%","1,411","40.5%","75,279","6.9%","4,930","25.5%","2,348","4.9%","360","14.5%","1,125","10.6%","6,515","23.7%","397","32.9%","453","23.5%","3,773","8.7%","1,319","6.5%","2,211","11.5%","24,974","6.0%","7,779","10.6%","1,016","28.6%","45,798","13.4%","33,468","15.2%","543","6.1%","42,657","15.5%","29,835","6.9%","5,295","5.9%","15,155","16.4%","2,805","6.6%","4,856","4.3%","4,202","8.6%","12,660","5.0%","2,381","6.2%","6,372","23.1%","92","20.7%","1,618","26.6%","8,912","13.0%","5,267","6.8%","12,733","18.3%","2,846","23.3%","2,032","21.0%","120","6.8%","15,854","28.3%","1,880","19.5%","8,331","6.7%","3,628","13.7%","2,530","23.2%"
"        2.0 to 2.9","28,932","12.8%","23","15.9%","1,558","23.2%","7,885","26.1%","1,752","21.5%","658","23.6%","32,007","16.7%","683","21.4%","7,819","20.9%","30,770","26.8%","945","27.8%","3,529","19.7%","4,206","25.0%","630","24.6%","28,613","26.1%","4,436","28.4%","2,048","22.4%","799","22.9%","142,577","13.1%","4,845","25.1%","4,820","10.1%","509","20.5%","1,690","15.9%","6,262","22.7%","260","21.5%","394","20.4%","6,594","15.2%","2,676","13.2%","3,041","15.8%","51,898","12.4%","16,029","21.8%","908","25.6%","74,806","21.9%","55,163","25.1%","1,615","18.2%","59,529","21.7%","67,363","15.6%","8,031","8.9%","22,274","24.1%","5,724","13.4%","8,036","7.2%","7,472","15.3%","24,843","9.8%","4,368","11.3%","6,648","24.1%","117","26.4%","1,206","19.8%","16,121","23.5%","9,427","12.1%","17,135","24.6%","3,161","25.8%","2,147","22.2%","469","26.8%","13,219","23.6%","2,011","20.9%","19,050","15.3%","5,993","22.7%","3,211","29.4%"
"        3.0 to 3.9","39,567","17.5%","15","10.3%","1,025","15.2%","5,321","17.6%","1,159","14.2%","483","17.3%","35,281","18.4%","448","14.1%","7,597","20.3%","19,263","16.8%","574","16.9%","3,211","17.9%","2,463","14.6%","396","15.5%","17,420","15.9%","2,094","13.4%","1,292","14.1%","433","12.4%","180,008","16.6%","2,728","14.1%","6,669","14.0%","319","12.9%","1,628","15.3%","4,530","16.4%","185","15.3%","369","19.1%","7,193","16.5%","3,647","18.0%","2,926","15.2%","72,513","17.3%","15,645","21.3%","457","12.9%","65,567","19.2%","44,691","20.3%","1,457","16.4%","50,959","18.6%","82,601","19.2%","11,824","13.1%","17,847","19.3%","6,922","16.3%","13,405","12.0%","8,155","16.6%","35,614","14.1%","6,116","15.8%","5,010","18.1%","66","14.9%","1,075","17.7%","13,882","20.2%","13,333","17.1%","13,672","19.6%","2,292","18.7%","1,687","17.5%","175","10.0%","8,652","15.5%","1,974","20.5%","24,243","19.5%","6,084","23.1%","1,660","15.2%"
"        4.0 or more","144,075","63.7%","93","64.1%","3,022","45.0%","11,096","36.8%","3,837","47.0%","945","33.9%","108,561","56.7%","1,259","39.5%","17,849","47.8%","35,428","30.8%","1,333","39.2%","8,881","49.6%","4,694","27.9%","995","38.9%","29,174","26.6%","3,987","25.5%","3,545","38.8%","839","24.1%","683,315","62.8%","6,688","34.7%","33,571","70.6%","1,289","52.0%","6,165","58.1%","10,047","36.5%","366","30.3%","712","36.9%","25,795","59.3%","12,562","62.1%","10,986","57.2%","268,058","63.9%","33,492","45.6%","1,145","32.3%","151,460","44.4%","85,493","38.9%","5,242","59.1%","119,955","43.7%","249,130","57.8%","64,310","71.5%","36,702","39.7%","26,930","63.2%","85,152","76.1%","28,972","59.1%","179,043","70.7%","25,539","66.2%","9,421","34.1%","166","37.4%","2,154","35.4%","29,536","43.0%","49,627","63.7%","25,870","37.1%","3,898","31.8%","3,730","38.6%","979","55.8%","17,857","31.9%","3,678","38.2%","72,278","58.1%","10,595","40.1%","3,442","31.6%"
"        Not computed","776","0.3%","0","0.0%","44","0.7%","114","0.4%","46","0.6%","15","0.5%","743","0.4%","0","0.0%","258","0.7%","562","0.5%","26","0.8%","251","1.4%","211","1.3%","25","1.0%","810","0.7%","49","0.3%","135","1.5%","0","0.0%","6,232","0.6%","108","0.6%","171","0.4%","0","0.0%","3","0.0%","184","0.7%","0","0.0%","0","0.0%","135","0.3%","13","0.1%","50","0.3%","2,164","0.5%","476","0.6%","22","0.6%","3,526","1.0%","1,021","0.5%","17","0.2%","1,362","0.5%","1,908","0.4%","464","0.5%","444","0.5%","204","0.5%","462","0.4%","191","0.4%","911","0.4%","183","0.5%","174","0.6%","3","0.7%","31","0.5%","260","0.4%","301","0.4%","253","0.4%","43","0.4%","58","0.6%","10","0.6%","349","0.6%","93","1.0%","481","0.4%","92","0.3%","65","0.6%"
"    MONTHLY HOUSING COSTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
