"Label (Grouping)","Alameda County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alameda County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Owner-occupied housing units with a mortgage!!Estimate","Alpine County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Owner-occupied housing units with a mortgage!!Estimate","Amador County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Butte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Owner-occupied housing units with a mortgage!!Estimate","Calaveras County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Colusa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Contra Costa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Owner-occupied housing units with a mortgage!!Estimate","Del Norte County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Owner-occupied housing units with a mortgage!!Estimate","El Dorado County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Owner-occupied housing units with a mortgage!!Estimate","Fresno County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Owner-occupied housing units with a mortgage!!Estimate","Glenn County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Owner-occupied housing units with a mortgage!!Estimate","Humboldt County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Owner-occupied housing units with a mortgage!!Estimate","Imperial County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Inyo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kern County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Owner-occupied housing units with a mortgage!!Estimate","Kings County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lake County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Owner-occupied housing units with a mortgage!!Estimate","Lassen County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Owner-occupied housing units with a mortgage!!Estimate","Los Angeles County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Owner-occupied housing units with a mortgage!!Estimate","Madera County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Owner-occupied housing units with a mortgage!!Estimate","Marin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mariposa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mendocino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Owner-occupied housing units with a mortgage!!Estimate","Merced County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Owner-occupied housing units with a mortgage!!Estimate","Modoc County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Owner-occupied housing units with a mortgage!!Estimate","Mono County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Owner-occupied housing units with a mortgage!!Estimate","Monterey County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Owner-occupied housing units with a mortgage!!Estimate","Napa County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Owner-occupied housing units with a mortgage!!Estimate","Nevada County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Owner-occupied housing units with a mortgage!!Estimate","Orange County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Owner-occupied housing units with a mortgage!!Estimate","Placer County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Owner-occupied housing units with a mortgage!!Estimate","Plumas County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Owner-occupied housing units with a mortgage!!Estimate","Riverside County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sacramento County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Benito County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Bernardino County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Diego County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Francisco County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Joaquin County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Luis Obispo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Owner-occupied housing units with a mortgage!!Estimate","San Mateo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Barbara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Owner-occupied housing units with a mortgage!!Estimate","Santa Cruz County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Owner-occupied housing units with a mortgage!!Estimate","Shasta County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sierra County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Owner-occupied housing units with a mortgage!!Estimate","Siskiyou County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Owner-occupied housing units with a mortgage!!Estimate","Solano County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sonoma County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Owner-occupied housing units with a mortgage!!Estimate","Stanislaus County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Owner-occupied housing units with a mortgage!!Estimate","Sutter County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tehama County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Owner-occupied housing units with a mortgage!!Estimate","Trinity County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tulare County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Owner-occupied housing units with a mortgage!!Estimate","Tuolumne County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Owner-occupied housing units with a mortgage!!Estimate","Ventura County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yolo County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Owner-occupied housing units with a mortgage!!Estimate","Yuba County, California!!Percent owner-occupied housing units with a mortgage!!Estimate"
"        Less than $200","217","0.1%","0","0.0%","0","0.0%","25","0.1%","0","0.0%","0","0.0%","91","0.0%","0","0.0%","34","0.1%","36","0.0%","0","0.0%","10","0.1%","0","0.0%","5","0.2%","57","0.1%","0","0.0%","9","0.1%","0","0.0%","262","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","20","0.0%","5","0.0%","0","0.0%","161","0.0%","17","0.0%","0","0.0%","192","0.1%","88","0.0%","11","0.1%","139","0.1%","139","0.0%","98","0.1%","146","0.2%","85","0.2%","17","0.0%","41","0.1%","142","0.1%","22","0.1%","18","0.1%","0","0.0%","0","0.0%","44","0.1%","38","0.0%","25","0.0%","0","0.0%","0","0.0%","0","0.0%","17","0.0%","0","0.0%","37","0.0%","6","0.0%","0","0.0%"
"        $200 to $399","195","0.1%","0","0.0%","16","0.2%","137","0.5%","10","0.1%","23","0.8%","183","0.1%","24","0.8%","67","0.2%","503","0.4%","38","1.1%","100","0.6%","72","0.4%","41","1.6%","327","0.3%","23","0.1%","56","0.6%","9","0.3%","1,652","0.2%","112","0.6%","19","0.0%","0","0.0%","12","0.1%","40","0.1%","40","3.3%","0","0.0%","76","0.2%","35","0.2%","18","0.1%","469","0.1%","102","0.1%","0","0.0%","847","0.2%","273","0.1%","22","0.2%","744","0.3%","602","0.1%","118","0.1%","296","0.3%","83","0.2%","149","0.1%","143","0.3%","218","0.1%","49","0.1%","120","0.4%","0","0.0%","53","0.9%","160","0.2%","111","0.1%","99","0.1%","33","0.3%","43","0.4%","3","0.2%","121","0.2%","2","0.0%","198","0.2%","0","0.0%","12","0.1%"
"        $400 to $599","796","0.4%","0","0.0%","120","1.8%","603","2.0%","63","0.8%","31","1.1%","725","0.4%","172","5.4%","247","0.7%","1,825","1.6%","62","1.8%","288","1.6%","335","2.0%","85","3.3%","1,804","1.6%","289","1.9%","138","1.5%","106","3.0%","4,584","0.4%","247","1.3%","71","0.1%","61","2.5%","100","0.9%","273","1.0%","37","3.1%","23","1.2%","259","0.6%","108","0.5%","107","0.6%","1,919","0.5%","311","0.4%","111","3.1%","2,582","0.8%","1,470","0.7%","44","0.5%","3,017","1.1%","2,268","0.5%","201","0.2%","964","1.0%","287","0.7%","247","0.2%","511","1.0%","652","0.3%","214","0.6%","343","1.2%","2","0.5%","253","4.2%","399","0.6%","446","0.6%","626","0.9%","181","1.5%","392","4.1%","145","8.3%","958","1.7%","144","1.5%","558","0.4%","102","0.4%","115","1.1%"
"        $600 to $799","1,571","0.7%","0","0.0%","153","2.3%","1,504","5.0%","273","3.3%","117","4.2%","1,620","0.8%","346","10.9%","659","1.8%","3,969","3.5%","162","4.8%","420","2.3%","721","4.3%","75","2.9%","5,452","5.0%","922","5.9%","411","4.5%","231","6.6%","11,483","1.1%","796","4.1%","221","0.5%","18","0.7%","261","2.5%","1,116","4.1%","145","12.0%","83","4.3%","624","1.4%","184","0.9%","339","1.8%","4,038","1.0%","741","1.0%","193","5.4%","6,819","2.0%","4,820","2.2%","103","1.2%","7,872","2.9%","4,452","1.0%","505","0.6%","1,857","2.0%","668","1.6%","693","0.6%","693","1.4%","1,491","0.6%","273","0.7%","1,038","3.8%","15","3.4%","482","7.9%","962","1.4%","938","1.2%","1,829","2.6%","359","2.9%","687","7.1%","73","4.2%","3,719","6.6%","292","3.0%","1,152","0.9%","483","1.8%","247","2.3%"
"        $800 to $999","2,520","1.1%","4","2.8%","433","6.4%","2,760","9.1%","249","3.1%","196","7.0%","2,945","1.5%","256","8.0%","905","2.4%","9,172","8.0%","344","10.1%","982","5.5%","1,619","9.6%","79","3.1%","10,162","9.3%","1,572","10.1%","1,048","11.5%","350","10.1%","20,872","1.9%","1,584","8.2%","451","0.9%","217","8.8%","469","4.4%","3,153","11.4%","197","16.3%","60","3.1%","1,281","2.9%","447","2.2%","756","3.9%","5,974","1.4%","1,688","2.3%","313","8.8%","12,493","3.7%","8,471","3.9%","112","1.3%","15,462","5.6%","8,209","1.9%","735","0.8%","4,312","4.7%","924","2.2%","1,237","1.1%","1,182","2.4%","2,337","0.9%","629","1.6%","2,448","8.9%","39","8.8%","793","13.0%","1,750","2.5%","1,311","1.7%","4,140","5.9%","686","5.6%","990","10.3%","175","10.0%","7,042","12.6%","311","3.2%","1,677","1.3%","735","2.8%","983","9.0%"
"        $1,000 to $1,499","14,013","6.2%","28","19.3%","1,535","22.8%","8,067","26.7%","1,694","20.8%","819","29.3%","15,977","8.3%","979","30.7%","4,771","12.8%","33,452","29.1%","1,063","31.3%","4,506","25.2%","6,133","36.5%","547","21.4%","35,265","32.2%","5,491","35.2%","2,584","28.3%","1,171","33.6%","111,081","10.2%","6,319","32.7%","2,127","4.5%","706","28.5%","2,456","23.1%","9,307","33.8%","478","39.6%","504","26.1%","5,959","13.7%","1,868","9.2%","2,938","15.3%","30,727","7.3%","8,017","10.9%","1,111","31.3%","63,813","18.7%","44,070","20.0%","673","7.6%","63,571","23.2%","39,990","9.3%","3,312","3.7%","18,885","20.4%","4,939","11.6%","4,478","4.0%","6,046","12.3%","11,129","4.4%","2,778","7.2%","8,240","29.8%","157","35.4%","2,127","35.0%","9,959","14.5%","8,084","10.4%","19,000","27.3%","3,438","28.1%","3,274","33.9%","537","30.6%","19,217","34.4%","2,458","25.5%","10,135","8.1%","3,690","14.0%","2,851","26.1%"
"        $1,500 to $1,999","26,199","11.6%","53","36.6%","2,165","32.2%","6,972","23.1%","2,345","28.7%","867","31.1%","27,946","14.6%","605","19.0%","8,004","21.4%","29,665","25.8%","906","26.6%","5,163","28.8%","4,495","26.7%","661","25.8%","27,798","25.4%","3,976","25.5%","2,391","26.2%","904","26.0%","190,972","17.6%","5,571","28.9%","3,448","7.2%","726","29.3%","2,466","23.2%","6,771","24.6%","199","16.5%","410","21.3%","9,091","20.9%","3,021","14.9%","4,511","23.5%","56,412","13.4%","14,076","19.2%","893","25.2%","84,955","24.9%","59,768","27.2%","1,487","16.8%","69,986","25.5%","68,752","16.0%","6,647","7.4%","24,322","26.3%","8,148","19.1%","8,785","7.8%","9,941","20.3%","20,101","7.9%","4,862","12.6%","7,448","27.0%","107","24.1%","1,213","19.9%","15,834","23.0%","14,515","18.6%","21,060","30.2%","3,629","29.6%","2,098","21.7%","460","26.2%","13,303","23.8%","2,702","28.0%","20,012","16.1%","5,430","20.6%","3,569","32.7%"
"        $2,000 to $2,499","35,389","15.7%","2","1.4%","1,305","19.4%","4,891","16.2%","1,634","20.0%","392","14.0%","32,347","16.9%","423","13.3%","7,090","19.0%","18,973","16.5%","439","12.9%","3,278","18.3%","2,299","13.7%","501","19.6%","16,099","14.7%","2,194","14.1%","1,288","14.1%","439","12.6%","203,498","18.7%","2,761","14.3%","4,667","9.8%","338","13.6%","2,526","23.8%","4,194","15.2%","49","4.1%","516","26.8%","8,374","19.3%","3,466","17.1%","4,190","21.8%","70,348","16.8%","15,612","21.3%","368","10.4%","68,566","20.1%","45,919","20.9%","1,933","21.8%","49,680","18.1%","79,287","18.4%","9,910","11.0%","17,736","19.2%","8,777","20.6%","12,132","10.8%","8,148","16.6%","30,491","12.0%","5,985","15.5%","4,192","15.2%","40","9.0%","640","10.5%","15,583","22.7%","15,353","19.7%","12,840","18.4%","2,045","16.7%","1,203","12.5%","135","7.7%","6,316","11.3%","1,692","17.6%","25,406","20.4%","6,122","23.2%","1,831","16.8%"
"        $2,500 to $2,999","37,247","16.5%","6","4.1%","517","7.7%","2,714","9.0%","989","12.1%","192","6.9%","28,413","14.8%","218","6.8%","5,314","14.2%","8,883","7.7%","120","3.5%","1,590","8.9%","628","3.7%","258","10.1%","6,612","6.0%","644","4.1%","759","8.3%","164","4.7%","170,805","15.7%","926","4.8%","5,717","12.0%","184","7.4%","1,057","10.0%","1,402","5.1%","48","4.0%","143","7.4%","5,217","12.0%","2,946","14.6%","2,472","12.9%","68,811","16.4%","12,877","17.5%","276","7.8%","49,151","14.4%","26,526","12.1%","1,509","17.0%","32,245","11.7%","75,259","17.5%","10,460","11.6%","11,685","12.6%","7,085","16.6%","13,932","12.4%","6,528","13.3%","35,049","13.8%","6,904","17.9%","1,789","6.5%","52","11.7%","323","5.3%","11,763","17.1%","13,618","17.5%","5,275","7.6%","879","7.2%","475","4.9%","95","5.4%","2,435","4.4%","1,099","11.4%","22,351","18.0%","4,157","15.8%","879","8.1%"
"        $3,000 or more","107,869","47.7%","52","35.9%","478","7.1%","2,514","8.3%","903","11.1%","154","5.5%","81,236","42.4%","163","5.1%","10,259","27.5%","8,406","7.3%","267","7.9%","1,571","8.8%","511","3.0%","307","12.0%","5,944","5.4%","504","3.2%","448","4.9%","108","3.1%","372,202","34.2%","983","5.1%","30,858","64.9%","227","9.2%","1,264","11.9%","1,282","4.7%","15","1.2%","189","9.8%","12,589","28.9%","8,137","40.2%","3,883","20.2%","180,748","43.1%","19,980","27.2%","283","8.0%","51,739","15.2%","28,431","12.9%","2,980","33.6%","31,746","11.6%","151,879","35.3%","57,938","64.4%","12,219","13.2%","11,589","27.2%","70,241","62.8%","15,759","32.2%","151,461","59.8%","16,871","43.7%","1,989","7.2%","32","7.2%","200","3.3%","12,257","17.8%","23,541","30.2%","4,769","6.8%","990","8.1%","492","5.1%","130","7.4%","2,803","5.0%","936","9.7%","42,857","34.5%","5,667","21.5%","421","3.9%"
"        Median (dollars)","2,931","2,931","1,875","1,875","1,774","1,774","1,640","1,640","1,891","1,891","1,590","1,590","2,745","2,745","1,400","1,400","2,281","2,281","1,631","1,631","1,518","1,518","1,742","1,742","1,458","1,458","1,873","1,873","1,527","1,527","1,459","1,459","1,561","1,561","1,449","1,449","2,498","2,498","1,551","1,551","3,649","3,649","1,659","1,659","1,906","1,906","1,493","1,493","1,149","1,149","1,851","1,851","2,265","2,265","2,665","2,665","2,112","2,112","2,789","2,789","2,377","2,377","1,528","1,528","1,993","1,993","1,925","1,925","2,517","2,517","1,818","1,818","2,578","2,578","3,647","3,647","1,907","1,907","2,351","2,351","3,533","3,533","2,364","2,364","3,381","3,381","2,825","2,825","1,593","1,593","1,525","1,525","1,329","1,329","2,168","2,168","2,441","2,441","1,702","1,702","1,677","1,677","1,411","1,411","1,454","1,454","1,420","1,420","1,748","1,748","2,567","2,567","2,225","2,225","1,677","1,677"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","5,777","2.6%","12","8.3%","353","5.3%","1,822","6.0%","387","4.7%","91","3.3%","4,732","2.5%","313","9.8%","1,439","3.9%","5,312","4.6%","283","8.3%","1,031","5.8%","1,612","9.6%","132","5.2%","5,865","5.4%","874","5.6%","775","8.5%","159","4.6%","42,898","3.9%","1,053","5.5%","1,101","2.3%","207","8.4%","889","8.4%","1,514","5.5%","63","5.2%","33","1.7%","1,401","3.2%","670","3.3%","1,045","5.4%","12,240","2.9%","2,546","3.5%","142","4.0%","17,608","5.2%","8,764","4.0%","182","2.1%","12,981","4.7%","13,704","3.2%","2,238","2.5%","4,030","4.4%","1,735","4.1%","2,689","2.4%","1,497","3.1%","5,321","2.1%","1,166","3.0%","1,524","5.5%","30","6.8%","530","8.7%","1,944","2.8%","2,461","3.2%","2,694","3.9%","536","4.4%","819","8.5%","144","8.2%","4,595","8.2%","581","6.0%","3,224","2.6%","752","2.8%","454","4.2%"
"            Less than 20 percent","10","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","14","0.0%","0","0.0%","2","0.0%","12","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","27","0.0%","0","0.0%","0","0.0%","0","0.0%","118","0.0%","47","0.2%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","10","0.8%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","20","0.0%","6","0.0%","0","0.0%","43","0.0%","12","0.0%","0","0.0%","11","0.0%","19","0.0%","0","0.0%","19","0.0%","11","0.0%","0","0.0%","13","0.0%","16","0.0%","13","0.0%","0","0.0%","0","0.0%","0","0.0%","26","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","9","0.0%","0","0.0%","0","0.0%"
"            20 to 29 percent","42","0.0%","0","0.0%","0","0.0%","6","0.0%","0","0.0%","0","0.0%","0","0.0%","13","0.4%","2","0.0%","56","0.0%","0","0.0%","0","0.0%","14","0.1%","3","0.1%","37","0.0%","0","0.0%","10","0.1%","0","0.0%","166","0.0%","17","0.1%","0","0.0%","0","0.0%","1","0.0%","0","0.0%","0","0.0%","0","0.0%","26","0.1%","7","0.0%","0","0.0%","64","0.0%","0","0.0%","0","0.0%","67","0.0%","67","0.0%","0","0.0%","34","0.0%","35","0.0%","15","0.0%","47","0.1%","0","0.0%","0","0.0%","19","0.0%","0","0.0%","0","0.0%","7","0.0%","0","0.0%","19","0.3%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","11","0.6%","11","0.0%","0","0.0%","28","0.0%","0","0.0%","0","0.0%"
"            30 percent or more","5,725","2.5%","12","8.3%","353","5.3%","1,816","6.0%","387","4.7%","91","3.3%","4,718","2.5%","300","9.4%","1,435","3.8%","5,244","4.6%","283","8.3%","1,031","5.8%","1,598","9.5%","129","5.0%","5,801","5.3%","874","5.6%","765","8.4%","159","4.6%","42,614","3.9%","989","5.1%","1,101","2.3%","207","8.4%","888","8.4%","1,514","5.5%","53","4.4%","33","1.7%","1,375","3.2%","663","3.3%","1,045","5.4%","12,156","2.9%","2,540","3.5%","142","4.0%","17,498","5.1%","8,685","4.0%","182","2.1%","12,936","4.7%","13,650","3.2%","2,223","2.5%","3,964","4.3%","1,724","4.0%","2,689","2.4%","1,465","3.0%","5,305","2.1%","1,153","3.0%","1,517","5.5%","30","6.8%","511","8.4%","1,918","2.8%","2,461","3.2%","2,694","3.9%","536","4.4%","819","8.5%","133","7.6%","4,584","8.2%","581","6.0%","3,187","2.6%","752","2.8%","454","4.2%"
"        $20,000 to $34,999","7,406","3.3%","11","7.6%","642","9.6%","2,304","7.6%","695","8.5%","262","9.4%","7,458","3.9%","341","10.7%","2,029","5.4%","10,030","8.7%","234","6.9%","1,376","7.7%","1,447","8.6%","182","7.1%","10,415","9.5%","1,165","7.5%","1,021","11.2%","217","6.2%","60,042","5.5%","1,643","8.5%","2,029","4.3%","243","9.8%","986","9.3%","2,219","8.1%","237","19.6%","68","3.5%","2,295","5.3%","796","3.9%","1,573","8.2%","17,192","4.1%","3,213","4.4%","256","7.2%","24,535","7.2%","12,694","5.8%","253","2.9%","20,151","7.3%","19,503","4.5%","2,878","3.2%","5,885","6.4%","2,029","4.8%","3,292","2.9%","2,263","4.6%","7,118","2.8%","1,552","4.0%","2,447","8.9%","58","13.1%","801","13.2%","2,912","4.2%","3,531","4.5%","5,129","7.4%","748","6.1%","1,236","12.8%","282","16.1%","5,985","10.7%","673","7.0%","5,148","4.1%","921","3.5%","674","6.2%"
"            Less than 20 percent","35","0.0%","0","0.0%","5","0.1%","122","0.4%","10","0.1%","2","0.1%","12","0.0%","37","1.2%","28","0.1%","127","0.1%","0","0.0%","8","0.0%","16","0.1%","8","0.3%","84","0.1%","28","0.2%","0","0.0%","0","0.0%","376","0.0%","38","0.2%","0","0.0%","0","0.0%","9","0.1%","30","0.1%","20","1.7%","0","0.0%","25","0.1%","0","0.0%","0","0.0%","142","0.0%","17","0.0%","0","0.0%","256","0.1%","43","0.0%","0","0.0%","240","0.1%","149","0.0%","38","0.0%","62","0.1%","29","0.1%","21","0.0%","67","0.1%","80","0.0%","30","0.1%","46","0.2%","0","0.0%","6","0.1%","17","0.0%","51","0.1%","64","0.1%","13","0.1%","33","0.3%","0","0.0%","49","0.1%","0","0.0%","11","0.0%","5","0.0%","0","0.0%"
"            20 to 29 percent","200","0.1%","0","0.0%","66","1.0%","152","0.5%","20","0.2%","13","0.5%","237","0.1%","89","2.8%","76","0.2%","755","0.7%","42","1.2%","101","0.6%","105","0.6%","9","0.4%","865","0.8%","88","0.6%","78","0.9%","9","0.3%","1,373","0.1%","94","0.5%","59","0.1%","46","1.9%","16","0.2%","93","0.3%","14","1.2%","0","0.0%","71","0.2%","26","0.1%","58","0.3%","450","0.1%","162","0.2%","22","0.6%","949","0.3%","504","0.2%","0","0.0%","1,174","0.4%","398","0.1%","25","0.0%","120","0.1%","88","0.2%","67","0.1%","154","0.3%","150","0.1%","23","0.1%","167","0.6%","0","0.0%","149","2.4%","71","0.1%","155","0.2%","293","0.4%","60","0.5%","79","0.8%","45","2.6%","300","0.5%","17","0.2%","84","0.1%","0","0.0%","62","0.6%"
"            30 percent or more","7,171","3.2%","11","7.6%","571","8.5%","2,030","6.7%","665","8.1%","247","8.8%","7,209","3.8%","215","6.7%","1,925","5.2%","9,148","8.0%","192","5.6%","1,267","7.1%","1,326","7.9%","165","6.4%","9,466","8.6%","1,049","6.7%","943","10.3%","208","6.0%","58,293","5.4%","1,511","7.8%","1,970","4.1%","197","8.0%","961","9.1%","2,096","7.6%","203","16.8%","68","3.5%","2,199","5.1%","770","3.8%","1,515","7.9%","16,600","4.0%","3,034","4.1%","234","6.6%","23,330","6.8%","12,147","5.5%","253","2.9%","18,737","6.8%","18,956","4.4%","2,815","3.1%","5,703","6.2%","1,912","4.5%","3,204","2.9%","2,042","4.2%","6,888","2.7%","1,499","3.9%","2,234","8.1%","58","13.1%","646","10.6%","2,824","4.1%","3,325","4.3%","4,772","6.9%","675","5.5%","1,124","11.6%","237","13.5%","5,636","10.1%","656","6.8%","5,053","4.1%","916","3.5%","612","5.6%"
"        $35,000 to $49,999","8,653","3.8%","11","7.6%","549","8.2%","3,107","10.3%","819","10.0%","288","10.3%","9,595","5.0%","235","7.4%","2,321","6.2%","10,891","9.5%","430","12.6%","2,384","13.3%","1,738","10.3%","345","13.5%","11,730","10.7%","1,695","10.9%","1,242","13.6%","302","8.7%","74,959","6.9%","2,142","11.1%","1,780","3.7%","274","11.1%","1,078","10.2%","3,702","13.4%","127","10.5%","232","12.0%","3,167","7.3%","1,013","5.0%","1,858","9.7%","19,990","4.8%","3,827","5.2%","441","12.4%","29,473","8.6%","16,990","7.7%","678","7.6%","25,232","9.2%","24,601","5.7%","3,235","3.6%","7,213","7.8%","2,980","7.0%","3,511","3.1%","2,911","5.9%","8,124","3.2%","2,135","5.5%","2,997","10.8%","42","9.5%","901","14.8%","4,854","7.1%","4,678","6.0%","7,079","10.2%","973","7.9%","1,416","14.7%","212","12.1%","7,076","12.7%","848","8.8%","6,540","5.3%","1,371","5.2%","1,393","12.8%"
"            Less than 20 percent","156","0.1%","0","0.0%","49","0.7%","255","0.8%","0","0.0%","18","0.6%","283","0.1%","74","2.3%","16","0.0%","682","0.6%","5","0.1%","93","0.5%","40","0.2%","14","0.5%","542","0.5%","138","0.9%","56","0.6%","19","0.5%","1,290","0.1%","179","0.9%","0","0.0%","7","0.3%","25","0.2%","124","0.5%","6","0.5%","1","0.1%","54","0.1%","18","0.1%","84","0.4%","509","0.1%","33","0.0%","6","0.2%","1,037","0.3%","600","0.3%","9","0.1%","1,003","0.4%","550","0.1%","131","0.1%","431","0.5%","52","0.1%","64","0.1%","164","0.3%","60","0.0%","106","0.3%","126","0.5%","2","0.5%","65","1.1%","191","0.3%","89","0.1%","208","0.3%","71","0.6%","141","1.5%","27","1.5%","417","0.7%","101","1.0%","136","0.1%","103","0.4%","47","0.4%"
