"Label (Grouping)","Alameda County, California!!Estimate","Butte County, California!!Estimate","Contra Costa County, California!!Estimate","El Dorado County, California!!Estimate","Fresno County, California!!Estimate","Humboldt County, California!!Estimate","Imperial County, California!!Estimate","Kern County, California!!Estimate","Kings County, California!!Estimate","Lake County, California!!Estimate","Los Angeles County, California!!Estimate","Madera County, California!!Estimate","Marin County, California!!Estimate","Mendocino County, California!!Estimate","Merced County, California!!Estimate","Monterey County, California!!Estimate","Napa County, California!!Estimate","Nevada County, California!!Estimate","Orange County, California!!Estimate","Placer County, California!!Estimate","Riverside County, California!!Estimate","Sacramento County, California!!Estimate","San Benito County, California!!Estimate","San Bernardino County, California!!Estimate","San Diego County, California!!Estimate","San Francisco County, California!!Estimate","San Joaquin County, California!!Estimate","San Luis Obispo County, California!!Estimate","San Mateo County, California!!Estimate","Santa Barbara County, California!!Estimate","Santa Clara County, California!!Estimate","Santa Cruz County, California!!Estimate","Shasta County, California!!Estimate","Solano County, California!!Estimate","Sonoma County, California!!Estimate","Stanislaus County, California!!Estimate","Sutter County, California!!Estimate","Tehama County, California!!Estimate","Tulare County, California!!Estimate","Ventura County, California!!Estimate","Yolo County, California!!Estimate","Yuba County, California!!Estimate"
"Median value (dollars)","960,900","370,700","780,500","609,100","331,800","374,500","249,800","282,100","285,600","293,600","720,300","348,500","1,314,100","419,600","345,700","683,200","749,700","575,300","832,300","627,500","465,400","466,700","681,500","436,800","722,200","1,306,400","457,600","695,500","1,411,000","669,000","1,270,200","922,300","334,600","543,100","718,500","397,200","363,600","272,700","276,400","691,000","534,900","371,100"
